Title,Category
Shop Plus Shorts by Pattern,Not Dark Pattern
 Dry Direct Incontinence Personal Care Daily Living Safety Bedroom Nutrition Mobility Lift Aids Medical Supplies Plus Size ,Not Dark Pattern
Clarity Remotes,Not Dark Pattern
 Limited Edition Colors ,Not Dark Pattern
"For instance we use cookies allowing us to remember information provided by the users from a page to another choices made by users and information provided by users (name language preference country of residence…). In particular we use the following functional cookies: ",Not Dark Pattern
FRAMON #2 Code Machine Offer - Limited time offer!,Urgency
Jewelry and Watches,Not Dark Pattern
Limited stock! reserve this item soon ,Scarcity
SLEEP EVENT OFFERS - LIMITED TIME ONLY,Urgency
This chart should be used as a guide only. Due to each manufacturer’s size scale inconsistencies may occur.,Not Dark Pattern
 Shop All Men's Boots ,Not Dark Pattern
Expand My eBay,Not Dark Pattern
"Oliver in Rotterdam Netherlands purchased a England Away Soccer Shorts 2018 About 9 hours ago",Social Proof
"Jumpers Shirts & T-Shirts",Not Dark Pattern
Media Players,Not Dark Pattern
Father's Day Gifts,Not Dark Pattern
Enjoy FREE shipping with WSJwine Advantage,Sneaking
Spring Sale Extended don't miss the chance,Urgency
"No I don't want a discount",Misdirection
"No thanks I don't want the free gift.",Misdirection
Extra Soft Cleansing Wipes,Not Dark Pattern
Men's Accessories ,Not Dark Pattern
jennifer just bought Rainbow Moonstone Healing Heartabout 6 hours ago,Social Proof
SAVE $300.00\nfor limited time,Urgency
Enter Catalog/Email Code,Not Dark Pattern
"[NO THANKS I'LL JUST WALK]",Misdirection
Currently 8 left in stock so make it reserved,Scarcity
"NO, I DON'T FEEL LUCKY",Misdirection
Currently less than 10 items available ,Scarcity
Ends Sunday! $200 off any mattress . free shipping & free returns!,Urgency
Stay on Next.co.uk,Not Dark Pattern
___,Not Dark Pattern
View All Home Accessories,Not Dark Pattern
"Healing Crystals are natural beings just like the trees mountain or flowers. The result of diverse chemical reactions inside the earth over a millennium gemstones are a true wonder of nature. When you touch a healing crystal there is a transfer of heat and energy that leads to activation of chakra points. These therapeutic powers noticed in the presence of gemstones are the reason they are called healing crystals. With some crystals as old as the earth there is immense wisdom in crystal use.",Not Dark Pattern
9 people are currently viewing this product,Social Proof
2+ people just viewed this product,Social Proof
94% offers claimed. Hurry up!,Scarcity
I'D RATHER PAY FULL PRICE,Misdirection
*** Get 50% Off Your 2nd Case OR a Canopy Screen Protector *** A 50% OFF discount will be automatically applied to the lowest priced item in your cart when you check out with more than one item! (excludes Clearance items) Click to Choose Another Item,Misdirection
Product Recycling,Not Dark Pattern
Purchase protection added,Sneaking
Only 6 items left,Scarcity
39 people also have this in their cart,Social Proof
Gold Collection,Not Dark Pattern
No thanks - I don't want to save money,Misdirection
Amazing service and quality! Lee up the excellent work.,Not Dark Pattern
Today's sale ends in: 00hours:57min:19sec,Urgency
"Business Office & Industrial",Not Dark Pattern
My Story,Not Dark Pattern
8 people are looking at this artwork,Social Proof
Add on something to make it extra special!,Misdirection
 Take time to pay.,Not Dark Pattern
OFFER ENDS within 00:54:59  ,Urgency
Other Items On Special Offer:,Misdirection
"You may change the items in your order or cancel the Smartship at anytime up until 3 days prior to the scheduled ship date of your Smartship by calling Customer Service at 1-800-518-0284.",Obstruction
LIMITED TIME SALE for special users ,Urgency
Authenticity Guaranteed,Not Dark Pattern
 GeekVape Pursue a Healthy Vaping Experience ,Not Dark Pattern
 My Project Lists ,Not Dark Pattern
Adjustable Cuffs With Inner Knitted Cuff,Not Dark Pattern
Tribeca Remotes,Not Dark Pattern
I would like to join Backstage Pass & agree to the Terms & Conditions & to receive emails & other promotional offers.,Forced Action
"The Dry Direct Ultimate is a great product the best we have found. Customer service is very efficient and deliveries have always been on time. We are very satisfied with Parentgiving in all aspects.",Not Dark Pattern
I Don't Like to Save Money,Misdirection
"In Stock Only 1 Left!",Scarcity
Really good quality contacts and they work well on my eyes. Would definitely order again!!!!,Not Dark Pattern
Explosive Offers! 80% Off Everything 07:25:41,Urgency
Warne Mounts,Not Dark Pattern
Report a Fake Product,Not Dark Pattern
 Shop All NFL ,Not Dark Pattern
Tapestry Guide,Not Dark Pattern
I absolutely loved it! It made everyone laugh and my desk gets an obscene amount of compliments for it. The quality is superb! I am now definitely going to be a loyal shopper at PosterGully,Not Dark Pattern
Decades Shop,Not Dark Pattern
I'LL PAY FULL PRICE,Misdirection
gifts for wife,Not Dark Pattern
"No thanks I’d rather not win.",Misdirection
"LOW IN STOCK only 2 left",Scarcity
74% offers claimed. Hurry up!,Scarcity
Color Block,Not Dark Pattern
I'd rather not save my product,Misdirection
You have no items in your basket.,Not Dark Pattern
"no thanks I hate fun & games",Misdirection
00 Days 02 Hrs 26 Mins 12 Sec Sale Ends Once The Timer Hits Zero!,Urgency
Soft Flexible (Classic) ,Not Dark Pattern
Glasses and Goggles,Not Dark Pattern
 Zero Gravity Lift Chairs ,Not Dark Pattern
"Bobby in Decatur United States just purchased this item recently",Social Proof
"tuvia eisenberg Systematics in Tel Aviv Israel purchased a",Social Proof
Your Cart Will Expire In 09:58 minutes!Please note that these items may not be available again if you release them.,Urgency
All Cross Stitch Patterns,Not Dark Pattern
 Year of Ours ,Not Dark Pattern
Gear Up,Not Dark Pattern
"Weight Management Shakes help cut cals control appetite and drop LBS.* Learn more about Weight Management Shakes.",Not Dark Pattern
Tretorn,Not Dark Pattern
 Loyalty Points ,Not Dark Pattern
 How to Recycle ,Not Dark Pattern
 Color Yellow Smoke Blue Pink Orange,Not Dark Pattern
SAVE 10% On All Orders. No Voucher Code Needed Expires in 18:07:59.,Urgency
Art & Crafting Tools,Not Dark Pattern
One customer bought this article in the last 53 min.,Social Proof
 Highlight Hover ,Not Dark Pattern
 Disposable Washcloths ,Not Dark Pattern
Accuscreens,Not Dark Pattern
 Jumpers + Sweaters ,Not Dark Pattern
 Contact Lens Washer ,Not Dark Pattern
Only 9 Left!,Scarcity
Hurry! Only 2 left!,Scarcity
2 people are looking at this listing now,Social Proof
Every Purchase Helps Your NRA:,Not Dark Pattern
1 left at this price,Scarcity
 BACK TO TOP ,Not Dark Pattern
ONLY 12.5M LEFT IN STOCK!,Scarcity
Protect Your Gear,Misdirection
 Outdoor Recreation ,Not Dark Pattern
Allow All,Not Dark Pattern
We are currently accepting and processing orders from following:,Not Dark Pattern
What could have caused this?,Not Dark Pattern
210+ bought,Social Proof
"No thanks I'm not interested in saving money.",Misdirection
 SHIPPING INFO ,Not Dark Pattern
"Plus get free shipping on your first order!",Not Dark Pattern
BMW Remotes,Not Dark Pattern
All You™,Not Dark Pattern
Someone in Mount Louisa bought a Coleman Folding Table & Bench Set 2 minutes ago,Social Proof
Summer Casual Printed Short Sleeve T-Shirt ,Not Dark Pattern
Join NRA or Renew,Not Dark Pattern
Don't forget the essentials Get up to 2 years of accidental damage coverage with AppleCare+.,Misdirection
Know exactly what’s going on at home and be alerted of emergencies in real time. ,Not Dark Pattern
Become an Affiliate,Not Dark Pattern
Competitor Price: $172.00,Misdirection
"No thanks I'd rather pay more",Misdirection
6 items left! Order soon.,Scarcity
Sports ,Not Dark Pattern
ONLY 20 LEFT IN STOCK,Scarcity
Immunity & Well BeingLean Muscle MassWeight LossBulk GainStress & Relaxation,Not Dark Pattern
By Brand All Men's Brands ,Not Dark Pattern
Customer Feedback,Not Dark Pattern
 Read the FAQ ,Not Dark Pattern
ONLY 1 LEFT,Scarcity
"No thanks I don't want 15% off",Misdirection
"All these beautiful flowers will be delivered at your desired destination in blooming condition only. With an unmatched beauty and fragrance these gorgeous and lovely flowers can easily mesmerise any individual in an effortless manner.",Not Dark Pattern
"Ashley in Auburn United States purchased a Check Plz iPhone X/Xs Case about 24 minutes ago",Social Proof
99 people are looking at this right now,Social Proof
"Someone from South Gate California just purchased the Admiral JR / Spektrum Servo Connector Plug Set (Male and Female - 2 Pairs)",Social Proof
Medium GreyLogan T-Shirt Jersey Comforter and Sham Set,Not Dark Pattern
 All Birthday Gifts ,Not Dark Pattern
• Recommended to be used with Downy for better long lasting freshness ,Not Dark Pattern
cookie host,Not Dark Pattern
Almost Sold Out! Only 2 Left.,Scarcity
Pay With:,Not Dark Pattern
Days left until the offer ends: 00 Days 04:43:35,Urgency
 Data Processor Privacy Policy: https://videoly.co/privacy-policy ,Not Dark Pattern
 School Shoes,Not Dark Pattern
 V-neck Casual Loose Embroidered Short Sleeve Blouse ,Not Dark Pattern
Spin to unlock your mystery offer,Misdirection
Only 2 items left in stock.,Scarcity
104 people viewed this product recently!,Social Proof
Material: Made with Cordura fabric,Not Dark Pattern
"Armin Dinovic bought 10M Runescape 3 Gold Order total: 370€ About 10 seconds ago",Social Proof
Recent searches,Not Dark Pattern
"Gorgeous lasting high-quality hair color—crafted in Italy.",Not Dark Pattern
Only A Few Left,Scarcity
 Apple iPhone X » ,Not Dark Pattern
Rebecca in Buffalo just bought Sateen Twill Swatchabout 1 hour ago,Social Proof
Certified Face Masks,Not Dark Pattern
 Price Low To High ,Not Dark Pattern
1 in stock,Scarcity
"Leah Rich in Louisville United States purchased a",Social Proof
Home + Tech Almost Gone,Not Dark Pattern
SAVE TODAY: Save 20% on lighting by Le Klint. Limited time only.,Urgency
Only 3 Left! Get it before it`s gone!,Scarcity
"No thanks I'll be the last to know.",Misdirection
Hurry Up ! Just 2 Items Left in stock,Scarcity
Toe Ring,Not Dark Pattern
Women's Acid Wash Scoopneck Sweater,Not Dark Pattern
62 people have looked at this item in the last few hours.,Social Proof
Boys Grey School Uniforms,Not Dark Pattern
8 customers have bought today,Social Proof
Reviews for the product is given below,Not Dark Pattern
Romper Swimwear,Not Dark Pattern
 View All Mattress Accessories ,Not Dark Pattern
The page you were looking for doesn't exist.,Not Dark Pattern
A very fun outfit for a less formal event like a sangeet! Husband said the bell bottom type pants were fun to dance in :),Not Dark Pattern
 Chair Accessories ,Not Dark Pattern
"No Thanks I'll let this offer sail away",Misdirection
Stay in the Know,Not Dark Pattern
 V-neck Casual Loose Vintage Print Short Sleeve T-shirt ,Not Dark Pattern
Limited stock available,Scarcity
Thank you for posting a question!,Not Dark Pattern
Installation InstructionsPolicies & Terms of UseFinancingSite Map,Not Dark Pattern
Synthesis XCT Alloy Front Wheel,Not Dark Pattern
Hugs and Kisses Rose Bouquet $44.99 Discount -$6.75 Delivery $13.99 Tax $3.46 Item Total $55.69,Sneaking
Shop Tops by Pattern,Not Dark Pattern
My AccountSign-in to your account,Not Dark Pattern
"Due To HIGH Demand Cart Expires In: 08:41",Urgency
ONLY 3 LEFT! GET IT NOW!,Scarcity
5 people are looking at this product right now,Social Proof
 Get The Look The Full Story Shop Now Read More ,Not Dark Pattern
Don’t worry. We’ve got your back.,Not Dark Pattern
Hurry up! Discount Ends in DAYS HRS MINS SECS,Urgency
Extremely high demand: expect 2-4 weeks for it to arrive (to be safe). Limit 4 per person!,Scarcity
In other users' carts 59,Social Proof
Aids mental processing†,Not Dark Pattern
"Awhi from Hicks Bay Gisborne, New Zealand just bought",Social Proof
 Crossbody & Belt Bags ,Not Dark Pattern
24 people currently interested,Social Proof
"IF YOU PARTICIPATE IN AN AUTOMATIC RENEWAL SUBSCRIPTION AND YOU HAVE PROVIDED US WITH A VALID CREDIT CARD NUMBER OR AN ALTERNATE PAYMENT METHOD EACH SHIPMENT WILL BE AUTOMATICALLY PROCESSED AT THE TIME OF EACH SHIPMENT OR INSTALLMENT AND WILL BE BILLED TO THE PAYMENT METHOD YOU PROVIDED TO US AT THE TIME OF YOUR INITIAL PURCHASE AND AGREEMENT TO PARTICIPATE IN THE PROGRAM. IF YOU WISH TO CANCEL YOUR PARTICIPATION IN AN AUTOMATIC RENEWAL SUBSCRIPTION YOU MAY DO SO AT ANY TIME BY CONTACTING A CUSTOMER CARE PROFESSIONAL AT THE CONTACT INFORMATION PROVIDED ON THE WEBSITE.",Obstruction
AboutOur StoryOur MissionOur ProductsIn the News,Not Dark Pattern
5 Viewing This Product,Social Proof
23 People viewing this product,Social Proof
Activate within 0:30:00 to get the best price of your product,Urgency
Concrete Tools for the best support for your building,Not Dark Pattern
"James in Cashion Oklahoma just bought Glossy Black Brick Geode / Amber Gradient Fast Lanes",Social Proof
Fast Mover: 35 PEOPLE added this to cart today!,Social Proof
"Metal - Brass  hollow from inside ",Not Dark Pattern
"No thank you I prefer to pay full price",Misdirection
